MSZoning,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenonbvGr,KitchenQual,TotRmsAbvGrd,Functiononl,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,price
RM,7628,Pave,non,Reg,Lvl,Inside,Gtl,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,801,801,GasA,Gd,Y,FuseA,1095,561,0,1656,0,0,2,0,2,1,TA,8,Mod,0,non,Detchd,1958,Unf,2,440,TA,TA,187,0,0,0,0,0,non,non,non,0,5,2008,WD,162107.168699296
RM,7308,Pave,non,Reg,Lvl,Corner,Gtl,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0,Fa,Fa,BrkTil,TA,TA,No,Rec,360,Unf,0,576,936,GasA,Gd,N,FuseA,960,780,0,1740,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Detchd,1920,Unf,1,225,Fa,Fa,0,0,236,0,0,0,non,non,non,0,6,2008,WD,162582.288981283
RM,5400,Pave,non,Reg,Lvl,Inside,Gtl,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,931,931,GasA,TA,Y,SBrkr,1027,0,0,1027,0,1,1,0,2,1,Gd,5,Typ,1,TA,non,non,non,0,0,non,non,0,28,0,0,0,0,non,non,non,0,2,2008,WD,154407.701597409
RM,10800,Pave,Grvl,Reg,Lvl,Inside,Gtl,6,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,590,Unf,0,294,884,GasA,TA,Y,SBrkr,884,552,0,1436,0,0,2,0,3,2,TA,8,Typ,2,Gd,Detchd,1940,Unf,2,828,TA,TA,0,0,126,0,0,0,non,non,non,0,5,2008,Con,181625.666399474
RM,6756,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1910,1950,Mansard,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Gd,No,Unf,0,Unf,0,481,481,GasA,TA,N,FuseA,899,0,0,899,0,0,1,0,2,1,TA,5,Typ,0,non,Detchd,1930,Unf,1,200,Fa,TA,0,0,96,0,0,0,non,non,non,0,9,2008,WD,164810.609473548
RM,5914,Pave,Grvl,Reg,Lvl,Inside,Gtl,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,684,396,0,1080,0,0,1,0,3,1,Gd,5,Typ,0,non,non,non,non,0,0,non,non,0,165,30,0,0,0,non,non,non,0,9,2008,WD,176429.401241704
RM,9000,Pave,non,Reg,Lvl,Corner,Gtl,5,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,0,459,904,GasA,Ex,Y,FuseA,904,595,0,1499,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1959,Unf,3,869,TA,Gd,0,20,0,0,0,0,non,non,non,0,6,2008,WD,179188.089925259
RM,7311,Pave,non,Reg,Lvl,Corner,Gtl,2,5,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,407,407,GasA,TA,N,FuseA,407,0,0,407,0,0,1,0,1,1,TA,3,Typ,0,non,Detchd,1949,Unf,1,297,Fa,TA,76,0,120,0,0,0,non,non,non,0,3,2008,WD,145997.635377703
RM,12205,Pave,non,Reg,Lvl,Inside,Gtl,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,448,448,GasA,Gd,Y,SBrkr,1588,0,0,1588,0,0,2,0,5,1,TA,6,Maj2,0,non,non,non,non,0,0,non,non,0,0,0,0,0,0,non,MnPrv,non,0,12,2008,WD,218676.768270367
RM,9142,Pave,non,Reg,Lvl,Inside,Gtl,5,5,1900,2006,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,Fa,TA,No,Unf,0,Unf,0,797,797,GasA,TA,N,FuseA,830,797,0,1627,0,0,2,0,4,2,TA,10,Typ,0,non,Detchd,1950,Unf,2,420,Fa,Po,192,0,60,0,0,0,non,non,non,0,2,2008,WD,188323.861214226
RM,5350,Pave,non,Reg,Lvl,Corner,Gtl,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,116,Unf,0,508,624,GasA,Ex,Y,SBrkr,730,720,0,1450,0,0,1,0,3,1,TA,7,Typ,0,non,Detchd,1935,Unf,1,288,TA,TA,0,192,0,0,0,0,non,MnPrv,non,0,3,2008,WD,168690.0722914
RM,9143,Pave,Grvl,Reg,Lvl,Corner,Gtl,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,346,346,GasA,Ex,Y,SBrkr,709,308,0,1017,0,0,1,0,2,1,TA,5,Typ,0,non,Detchd,1961,Unf,1,308,TA,TA,0,0,139,0,0,0,non,non,non,0,5,2008,WD,165088.746797705
RM,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,5,5,1920,1960,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,TA,No,Rec,234,Unf,0,739,973,GasA,TA,Y,FuseP,1377,973,0,2350,0,0,2,0,4,2,TA,10,Typ,0,non,2Types,1930,Unf,2,393,TA,TA,0,0,219,0,0,0,non,non,non,0,4,2008,WD,191435.007885166
RM,6000,Pave,Grvl,Reg,Lvl,Corner,Gtl,5,9,1905,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,572,572,GasA,Ex,Y,SBrkr,884,656,0,1540,0,0,1,1,3,1,Gd,7,Typ,0,non,non,non,non,0,0,non,non,240,77,0,0,0,0,non,non,non,0,2,2008,WD,168864.404664512
RM,11340,Pave,non,Reg,Lvl,Inside,Gtl,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,0,Unf,0,723,723,GasA,TA,N,SBrkr,723,363,0,1086,0,0,1,0,2,1,TA,5,Maj1,0,non,Detchd,1920,Unf,2,400,Fa,Po,0,24,144,0,0,0,non,non,non,0,11,2008,ConLD,176041.882371574
RM,10800,Pave,non,Reg,Lvl,Inside,Gtl,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1313,1313,GasW,Gd,Y,SBrkr,1313,1182,0,2495,0,0,2,0,5,1,TA,10,Typ,1,Gd,Detchd,1950,Unf,2,342,TA,Fa,0,299,0,0,0,0,non,non,non,0,12,2008,WD,215911.674390325
RM,9750,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164,TA,TA,CBlock,TA,TA,No,Rec,200,Unf,0,784,984,GasA,Gd,Y,SBrkr,984,0,0,984,1,0,1,0,2,1,Fa,5,Typ,0,non,Detchd,1959,Unf,1,308,TA,TA,0,0,0,0,0,0,non,non,non,0,6,2008,WD,167388.238629016
RM,8516,Pave,non,Reg,Lvl,Inside,Gtl,4,6,1958,2006,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,869,869,GasA,TA,Y,SBrkr,1093,0,0,1093,0,0,1,0,2,1,TA,5,Typ,0,non,Detchd,1959,Unf,1,308,TA,TA,0,0,0,0,0,0,non,non,non,0,5,2008,WD,163854.786753017
RL,7111,Pave,non,IR1,Bnk,Inside,Gtl,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0,Gd,Gd,BrkTil,TA,TA,No,LwQ,406,BLQ,273,329,1008,GasA,TA,Y,SBrkr,1143,0,0,1143,0,0,1,0,2,1,TA,5,Typ,1,Po,Detchd,1992,Unf,1,288,TA,TA,265,0,0,0,0,0,non,GdPrv,non,0,7,2008,WD,163299.477980171
RM,7425,Pave,non,IR1,Bnk,Corner,Gtl,7,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Fa,No,Unf,0,Unf,0,672,672,GasA,Gd,Y,SBrkr,1195,473,0,1668,0,0,1,1,3,1,Gd,8,Typ,0,non,Attchd,1945,Unf,1,252,TA,TA,210,0,0,0,0,0,non,non,non,0,8,2008,WD,178298.214633119
RL,7010,Pave,non,Reg,Lvl,Inside,Gtl,5,5,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Rec,175,Unf,0,849,1024,GasA,TA,Y,SBrkr,1144,594,0,1738,0,0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1950,Unf,1,240,TA,TA,0,30,0,0,0,0,non,non,non,0,7,2008,WD,176376.586164775
RM,5000,Pave,non,Reg,Lvl,Inside,Gtl,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,600,Unf,0,72,672,GasA,Ex,Y,SBrkr,832,378,0,1210,0,0,1,0,3,1,Gd,6,Typ,0,non,Detchd,1941,Unf,1,240,TA,TA,0,0,0,0,0,0,non,non,non,0,5,2008,WD,170211.043976522
RM,5870,Pave,non,Reg,Lvl,Corner,Gtl,6,9,1900,2000,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,554,554,GasA,Ex,Y,SBrkr,736,554,0,1290,0,0,1,1,3,1,TA,6,Typ,0,non,Detchd,1926,Unf,1,200,Fa,TA,38,112,0,0,0,0,non,MnPrv,Shed,400,4,2008,WD,170818.344786366
RM,6000,Pave,non,Reg,Lvl,Inside,Gtl,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,521,Unf,0,460,981,GasA,Ex,Y,SBrkr,1014,658,0,1672,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1940,Unf,1,240,TA,TA,0,11,0,0,0,0,non,GdPrv,non,0,7,2008,WD,174388.867432503
RM,6000,Pave,non,Reg,HLS,Inside,Gtl,5,7,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,0,949,949,GasA,Ex,Y,SBrkr,949,0,0,949,0,0,1,0,2,1,TA,5,Typ,1,Fa,Detchd,1924,Unf,2,370,TA,TA,0,0,48,0,0,0,non,non,non,0,7,2008,WD,161112.987374671
RM,6000,Pave,non,Reg,Lvl,Inside,Gtl,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,Rec,201,LwQ,162,462,825,GasA,Ex,Y,SBrkr,825,672,0,1497,0,0,2,0,3,1,TA,5,Typ,0,non,Detchd,2004,Unf,1,672,TA,TA,272,0,0,0,0,0,non,GdPrv,non,0,5,2008,WD,172179.082325307
RM,6000,Pave,non,Reg,Lvl,Inside,Gtl,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,264,Unf,0,475,739,GasA,Ex,Y,SBrkr,874,468,0,1342,0,0,2,0,2,2,TA,7,Typ,1,Gd,Detchd,1939,Unf,1,240,TA,TA,0,0,0,0,0,0,non,non,non,0,4,2008,WD,157798.309713876
RM,5000,Pave,non,Reg,Bnk,Inside,Mod,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,992,992,GasA,Ex,Y,SBrkr,1013,0,0,1013,0,0,1,0,3,1,TA,6,Typ,0,non,Detchd,1926,Unf,1,160,Fa,TA,0,0,101,0,0,0,non,non,non,0,4,2008,WD,169106.151422924
RM,5520,Pave,non,IR1,Lvl,FR2,Gtl,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,None,0,TA,Gd,BrkTil,TA,TA,No,ALQ,68,Unf,0,497,565,GasA,TA,Y,SBrkr,565,651,0,1216,1,0,1,0,3,1,TA,6,Typ,1,Gd,BuiltIn,1920,RFn,1,355,Fa,TA,0,0,180,0,0,0,non,MnPrv,non,0,4,2008,WD,170129.531364292
RM,5940,Pave,non,IR1,Lvl,FR3,Gtl,4,7,1946,1950,Gable,CompShg,MetalSd,CBlock,None,0,TA,TA,PConc,non,non,non,non,non,non,non,non,non,GasA,TA,Y,FuseA,896,0,0,896,non,non,1,0,2,1,TA,4,Typ,0,non,Detchd,1946,Unf,1,280,TA,TA,0,0,0,0,0,0,non,MnPrv,non,0,4,2008,ConLD,157680.227412949
RM,6240,Pave,non,Reg,Lvl,Inside,Gtl,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,BLQ,80,Unf,0,624,704,GasA,Ex,Y,SBrkr,624,512,0,1136,0,1,1,0,2,1,TA,6,Typ,0,non,Detchd,1990,Unf,1,336,TA,TA,0,365,80,0,0,0,non,non,non,0,8,2008,WD,162690.209131977
RM,6120,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1945,1995,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,non,non,non,non,0,non,0,0,0,GasA,Gd,N,SBrkr,808,0,0,808,0,0,1,0,1,1,TA,6,Min2,0,non,Attchd,1925,Unf,1,164,TA,TA,0,48,0,0,0,0,non,non,non,0,6,2008,WD,146968.379365095
RM,6240,Pave,non,Reg,Lvl,Inside,Gtl,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Mn,Rec,300,LwQ,240,449,989,GasA,TA,Y,SBrkr,1245,764,0,2009,0,0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1939,Unf,2,400,TA,TA,0,20,0,0,0,0,non,MnPrv,non,0,1,2008,WD,181507.721372455
RM,6120,Pave,non,Reg,Lvl,Inside,Gtl,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,LwQ,203,Unf,0,897,1100,GasA,TA,Y,SBrkr,1226,676,0,1902,0,0,2,0,4,1,TA,7,Typ,0,non,Detchd,1960,Unf,2,576,TA,TA,0,139,55,0,0,0,non,non,non,0,10,2008,WD,191215.589752983
RL,9144,Pave,Pave,Reg,Lvl,Inside,Gtl,6,4,1915,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,810,810,GasA,Ex,Y,SBrkr,1170,546,0,1716,0,0,2,0,4,1,Gd,8,Typ,0,non,Detchd,1970,Unf,2,672,TA,TA,0,195,0,0,0,0,non,non,non,0,3,2008,WD,189432.689844522
RM,8094,Pave,Grvl,Reg,Lvl,Inside,Gtl,6,8,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,Mn,Rec,196,Unf,0,1046,1242,GasA,Gd,Y,SBrkr,1242,742,0,1984,0,0,2,0,5,1,TA,8,Typ,0,non,Detchd,non,non,1,360,non,non,64,0,180,0,0,0,non,MnPrv,Shed,1000,9,2008,WD,207271.484957719
RM,4347,Pave,non,Reg,Lvl,Inside,Gtl,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,Gd,Gd,No,Unf,0,Unf,0,796,796,GasA,Ex,Y,SBrkr,825,784,0,1609,0,0,1,0,3,1,TA,7,Typ,0,non,Detchd,1910,Unf,1,228,Fa,Fa,0,182,0,0,0,0,non,non,non,0,6,2008,WD,170030.807488363
RM,6291,Grvl,non,IR1,Lvl,Inside,Gtl,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,768,768,GasA,TA,Y,SBrkr,768,0,0,768,0,0,1,0,1,1,TA,4,Typ,0,non,Detchd,1930,Unf,2,440,TA,TA,0,0,84,0,0,0,non,non,non,0,7,2008,WD,148409.806476335
RM,10266,Pave,non,Reg,Lvl,Inside,Gtl,6,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,372,Unf,0,396,768,GasA,TA,Y,FuseA,768,768,0,1536,0,0,1,1,4,1,TA,7,Typ,0,non,Detchd,1952,Unf,1,308,TA,TA,0,216,80,0,0,0,non,non,non,0,5,2008,COD,193850.613979055
RM,6876,Pave,non,Reg,Bnk,Inside,Gtl,6,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1272,1272,GasA,TA,Y,SBrkr,1272,0,697,1969,0,0,2,0,4,1,TA,9,Min1,1,Gd,Detchd,1938,Unf,2,400,TA,TA,0,34,0,0,0,0,non,non,non,0,11,2008,COD,193808.319298263
RM,10320,Pave,Grvl,Reg,Lvl,Inside,Gtl,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,0,880,880,GasA,Gd,Y,SBrkr,880,428,0,1308,0,0,2,0,2,1,TA,6,Typ,0,non,Detchd,1950,Unf,2,400,Fa,Fa,0,0,117,0,0,0,non,non,non,0,4,2008,WD,166300.235380627
RM,7200,Pave,non,Reg,Lvl,Corner,Gtl,6,7,1925,1992,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1040,1040,GasA,Gd,Y,SBrkr,1040,0,0,1040,0,0,1,0,2,1,TA,5,Typ,0,non,Detchd,1993,Unf,2,320,TA,TA,0,132,0,0,0,0,non,non,non,0,7,2008,WD,163474.633393212
RM,7006,Pave,non,Reg,Lvl,Inside,Gtl,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,PConc,TA,TA,No,Rec,121,Unf,0,647,768,GasA,TA,Y,SBrkr,788,448,0,1236,1,0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1985,Unf,1,384,TA,TA,0,0,0,0,0,0,non,MnPrv,non,0,8,2008,WD,177473.606564978
RM,10320,Pave,non,Reg,Lvl,Inside,Gtl,5,8,1912,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,451,451,GasA,TA,Y,SBrkr,759,0,0,759,0,0,1,0,1,1,TA,5,Typ,0,non,Detchd,1997,Unf,2,576,TA,TA,40,0,0,0,0,0,non,non,non,0,8,2008,ConLD,157443.925537187
RM,10320,Pave,Grvl,Reg,Lvl,Inside,Gtl,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0,Fa,Fa,PConc,TA,Fa,No,Unf,0,Unf,0,536,536,GasA,Ex,N,FuseF,808,536,0,1344,0,0,2,0,3,2,TA,8,Typ,0,non,non,non,non,0,0,non,non,42,0,204,0,0,0,non,non,non,0,5,2008,WD,180681.007992057
RL,9488,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1046,1046,GasA,Gd,N,SBrkr,1054,0,0,1054,0,0,1,0,3,1,TA,6,Typ,0,non,Detchd,1947,Unf,1,240,TA,TA,0,60,122,0,0,0,non,non,non,0,9,2008,WD,183463.17030026
RL,11235,Pave,non,Reg,Lvl,Corner,Gtl,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,784,Unf,0,197,981,GasA,TA,Y,SBrkr,1075,0,0,1075,1,0,1,0,3,1,Gd,6,Typ,0,non,Detchd,1996,Unf,2,440,TA,TA,64,0,0,0,64,0,non,MnPrv,non,0,5,2008,WD,182481.763081195
RL,13014,Pave,non,Reg,Lvl,Inside,Gtl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39,TA,TA,CBlock,TA,TA,Av,ALQ,528,Unf,0,480,1008,GasA,TA,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1978,Unf,2,484,TA,TA,168,0,0,0,0,0,non,non,non,0,12,2008,WD,193717.15117887
RL,10265,Pave,non,IR1,Lvl,Inside,Gtl,5,7,1967,2005,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Fa,CBlock,TA,TA,No,ALQ,758,Unf,0,234,992,GasA,Ex,Y,SBrkr,992,0,0,992,1,0,1,0,3,1,Gd,6,Typ,0,non,Attchd,1967,RFn,1,294,TA,TA,204,0,0,0,0,0,non,MnPrv,Shed,600,7,2008,WD,182782.55099007
RL,7703,Pave,non,IR1,Lvl,CulDSac,Gtl,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40,TA,TA,CBlock,Gd,TA,Gd,ALQ,450,Unf,0,0,450,GasA,Ex,Y,SBrkr,1034,0,0,1034,0,1,1,0,3,1,TA,6,Typ,1,Po,Basment,1978,Fin,2,504,TA,TA,311,0,0,0,0,0,non,GdWo,non,0,5,2008,WD,175530.651633287
RL,9981,Pave,non,IR1,Lvl,Corner,Gtl,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340,TA,TA,CBlock,TA,TA,Mn,BLQ,221,Unf,0,852,1073,GasA,Gd,Y,SBrkr,1073,0,0,1073,0,0,1,0,3,1,TA,6,Typ,0,non,Attchd,1967,RFn,1,270,TA,TA,0,90,0,0,0,0,non,MnPrv,non,0,3,2008,WD,177804.057884623
RL,7400,Pave,non,IR1,Lvl,CulDSac,Gtl,5,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,LwQ,104,ALQ,956,0,1060,GasA,TA,Y,SBrkr,1126,0,0,1126,1,0,1,0,2,1,TA,5,Typ,0,non,Attchd,1984,Unf,2,506,TA,TA,178,0,0,0,0,0,non,non,non,0,3,2008,WD,159448.670848577
RL,12900,Pave,non,Reg,Lvl,Inside,Gtl,5,4,1920,1950,Gable,CompShg,BrkFace,Stucco,None,0,TA,TA,PConc,TA,Fa,No,BLQ,1300,Unf,0,0,1300,GasA,Fa,Y,SBrkr,1140,0,0,1140,1,0,1,0,3,1,TA,6,Typ,0,non,CarPort,1920,Unf,2,400,TA,TA,0,0,190,0,0,0,non,non,non,0,1,2008,WD,181338.976717529
RL,9239,Pave,non,Reg,Lvl,Inside,Gtl,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,GLQ,634,Unf,0,326,960,GasA,Ex,Y,SBrkr,960,0,0,960,1,0,1,0,3,1,Gd,6,Typ,0,non,Attchd,1963,Fin,1,300,TA,TA,168,0,0,0,0,0,non,non,non,0,5,2008,WD,178553.558537021
RL,14175,Pave,non,Reg,Lvl,Inside,Gtl,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,Gd,Gd,GLQ,776,Unf,0,212,988,GasA,TA,Y,FuseA,1188,0,0,1188,1,0,1,0,1,1,TA,4,Typ,1,TA,Attchd,1956,Unf,2,621,TA,TA,102,89,231,0,0,0,non,non,non,0,6,2008,WD,162820.928264556
RL,10532,Pave,non,Reg,Lvl,Corner,Gtl,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275,TA,TA,CBlock,TA,TA,Mn,Rec,988,Unf,0,0,988,GasA,Gd,Y,SBrkr,1721,0,0,1721,1,0,2,0,3,1,TA,7,Mod,2,TA,Basment,1960,Unf,2,626,TA,TA,50,84,0,0,0,0,non,non,non,0,12,2008,WD,188832.479997186
RL,8375,Pave,non,Reg,Lvl,Corner,Gtl,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,336,Unf,0,240,576,GasA,Gd,Y,SBrkr,864,486,0,1350,1,0,1,1,2,1,Gd,6,Min1,0,non,2Types,1973,Unf,3,627,TA,TA,0,0,0,0,0,0,non,MnPrv,non,0,6,2008,WD,164682.185899437
RL,10200,Pave,non,Reg,Lvl,Inside,Gtl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0,TA,Gd,PConc,Gd,TA,Av,ALQ,704,Unf,0,160,864,GasA,Ex,Y,SBrkr,904,0,0,904,0,0,1,0,3,1,Gd,5,Typ,0,non,2Types,1979,Unf,3,912,TA,TA,143,0,0,0,0,0,non,MnPrv,non,0,6,2008,WD,181549.735943801
RL,20270,Pave,non,IR1,Lvl,CulDSac,Gtl,7,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,599,Unf,0,925,1524,GasA,TA,Y,SBrkr,1524,0,0,1524,1,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1979,Fin,2,478,TA,TA,140,0,0,0,0,0,non,non,non,0,4,2008,WD,199158.097008868
RL,5190,Pave,non,Reg,Lvl,Inside,Gtl,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,570,570,GasA,TA,Y,SBrkr,617,462,0,1079,0,0,1,0,2,1,TA,5,Typ,1,Gd,Attchd,1948,Unf,1,249,TA,TA,135,0,0,0,0,0,non,non,non,0,1,2008,WD,152889.520990566
RL,19550,Pave,non,Reg,Lvl,Inside,Gtl,5,7,1940,2007,Flat,Tar&Grv,non,non,None,0,TA,TA,PConc,TA,TA,Gd,ALQ,1035,Unf,0,545,1580,GasA,Ex,Y,SBrkr,1518,0,0,1518,1,0,1,0,2,1,Fa,5,Typ,2,Gd,non,non,non,0,0,non,non,0,39,0,0,0,0,non,non,non,0,1,2008,WD,181150.551679116
RL,9571,Pave,non,Reg,Lvl,Inside,Gtl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,Rec,870,Unf,0,639,1509,GasA,TA,Y,FuseA,1509,0,0,1509,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1956,Unf,1,322,TA,TA,158,0,0,0,576,0,non,MnPrv,non,0,7,2008,WD,181416.732376013
RL,9350,Pave,non,Reg,Lvl,Inside,Gtl,5,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,864,Unf,0,0,864,GasA,Fa,N,SBrkr,864,0,0,864,1,0,1,0,2,1,TA,4,Typ,0,non,non,non,non,0,0,non,non,0,0,0,0,0,0,non,non,non,0,4,2008,WD,164391.238182305
